monthly_income,income_stability_months,debt_ratio,savings_months_cover,language_level,housing_stability_months,local_references,employment_type_encoded,ngo_validation_encoded,volatility_of_income,income_growth_trend,asset_index,punctualidad_reportada,consistencia_declarativa,digital_interaction_score,zone_risk_index,vulnerability_score,target_default_flag,target_repayment_behavior
2366.9985,18,0.1048,3.1069,4,15,1,1,0,0.5525,-0.1361,0.4611,0.5898,0.5532,0.1638,0.6982,0.2532,0,0.6923
1141.0033,11,0.1364,2.0799,3,19,1,1,1,0.423,-0.0279,0.5018,0.6489,0.8678,0.62,0.3172,0.1942,0,0.9137
1967.8176,9,0.5986,0.0581,0,12,1,1,0,0.3566,-0.0404,0.3834,0.9175,0.7509,0.4979,0.2502,0.1007,1,0.387
891.7116,35,0.5863,5.9424,2,46,2,1,0,0.4394,0.0346,0.17,0.6961,0.5617,0.3079,0.2059,0.328,0,0.7351
1710.2365,11,0.5983,3.9454,3,9,3,1,0,0.3917,0.0379,0.6015,0.6979,0.7537,0.9006,0.5844,0.5887,0,0.5019
1150.6085,21,0.4488,6.1326,2,12,3,0,0,0.7458,0.0085,0.6099,0.4364,0.7623,0.1941,0.6621,0.7063,1,0.3857
1251.6714,33,0.5824,2.6288,2,13,5,2,0,0.7601,0.0057,0.1161,0.5687,0.5903,0.4008,0.3092,0.7207,1,0.4132
3354.4617,42,0.0858,1.0623,0,9,1,1,1,0.1232,-0.1006,0.8753,0.5911,0.708,0.5843,0.7075,0.7288,0,0.8951
3120.2084,6,0.1567,0.4638,5,16,3,1,0,0.581,-0.0454,0.0713,0.7415,0.7477,0.3274,0.295,0.58,0,0.8269
2451.7787,7,0.3746,0.3969,1,39,2,1,1,0.3573,-0.0177,0.236,0.9349,0.834,0.8011,0.3237,0.6293,0,0.8765
1047.1669,19,0.1062,0.3131,2,7,2,1,0,0.4533,-0.0055,0.3447,0.8826,0.7698,0.5092,0.3997,0.4947,0,0.6617
1543.4814,2,0.2684,0.4985,2,27,3,1,0,0.1873,-0.0003,0.0142,0.7064,0.8115,0.8441,0.7998,0.5927,0,0.5513
3316.1139,7,0.1498,1.5998,3,21,0,0,0,0.0057,-0.0974,0.228,0.8561,0.5839,0.6079,0.5532,0.1978,0,0.8402
1940.8057,38,0.5554,2.3024,3,32,5,2,0,0.1993,0.0488,0.6137,0.8686,0.87,0.5453,0.3945,0.6197,0,0.8688
5765.6015,26,0.2659,0.7539,4,19,0,1,1,0.6391,-0.0512,0.3003,0.2841,0.8808,0.671,0.4434,0.1155,0,0.9144
2200.982,15,0.1693,1.5915,3,37,0,1,0,0.652,-0.1133,0.7177,0.7625,0.959,0.1573,0.6313,0.7258,1,0.4753
1990.268,23,0.5871,0.8348,3,19,2,0,0,0.2618,0.0392,0.764,0.7054,0.709,0.5041,0.309,0.5357,0,0.6591
1549.1192,27,0.1413,2.3848,2,6,1,1,1,0.3236,-0.0456,0.2009,0.7658,0.7949,0.4123,0.3225,0.1767,0,0.9346
1932.8878,4,0.2811,8.9284,3,22,4,0,1,0.3938,0.0346,0.7898,0.9719,0.5819,0.5125,0.3697,0.4457,0,0.9554
1675.3294,11,0.4773,2.336,1,32,3,0,0,0.2661,-0.0872,0.2839,0.7136,0.9627,0.318,0.5459,0.8935,1,0.4855
2576.1578,41,0.1091,0.1217,3,5,1,1,0,0.1101,-0.0203,0.2615,0.5154,0.7898,0.5814,0.3713,0.2786,0,0.8368
2917.1172,19,0.2351,1.2972,1,28,3,2,0,0.3008,-0.0482,0.6331,0.6781,0.813,0.7336,0.5553,0.2754,0,0.8119
1220.487,20,0.0976,2.9427,4,17,2,2,0,0.7475,0.0196,0.2946,0.5664,0.5361,0.8432,0.5831,0.2625,0,0.6581
929.2553,16,0.3376,1.5628,3,17,1,2,0,0.1463,-0.0445,0.359,0.6071,0.5606,0.2179,0.51,0.3595,1,0.646
721.9077,2,0.4603,6.0344,3,16,2,2,1,0.1608,0.0197,0.6426,0.7405,0.6967,0.9075,0.6835,0.0344,0,0.9064
2330.8672,10,0.2067,0.1127,3,22,2,1,1,0.1754,-0.0212,0.5139,0.7698,0.3908,0.5592,0.5652,0.3104,1,0.9351
1041.3953,22,0.2727,0.6882,4,36,2,1,0,0.3994,-0.0329,0.4084,0.7361,0.9122,0.7034,0.342,0.7625,0,0.6842
616.1896,11,0.4459,0.4988,3,13,1,0,1,0.7024,0.045,0.143,0.8308,0.3907,0.3391,0.7894,0.6454,1,0.5297
2195.7727,6,0.169,2.9188,2,29,1,0,0,0.3785,0.0977,0.5742,0.6072,0.7444,0.5269,0.4963,0.4706,1,0.7219
6000.0,7,0.1415,1.4838,2,10,3,0,1,0.7021,-0.0182,0.1065,0.8767,0.9658,0.2882,0.2199,0.5095,0,0.9523
1802.5625,42,0.3149,0.2978,1,29,5,1,1,0.1622,-0.0387,0.8893,0.753,0.8764,0.1627,0.3115,0.4231,0,0.9778
2749.6953,10,0.292,0.6726,2,29,0,1,0,0.2967,-0.0069,0.5325,0.8626,0.9087,0.2659,0.6102,0.9534,0,0.4267
1883.5521,36,0.1796,1.479,0,33,5,1,0,0.2863,0.0054,0.1785,0.7265,0.6942,0.6838,0.2711,0.7225,0,0.8442
1720.8182,20,0.4437,11.1085,4,23,4,1,1,0.5093,-0.0897,0.8223,0.7532,0.8351,0.4477,0.4414,0.8656,1,0.9414
2862.7507,13,0.2872,0.906,4,33,2,0,1,0.2288,-0.0507,0.3607,0.9699,0.8966,0.423,0.3291,0.5093,0,0.9609
1563.7823,8,0.3913,0.3412,2,9,3,0,0,0.5106,-0.0753,0.4403,0.6458,0.9495,0.769,0.5,0.6803,0,0.3256
2066.6747,26,0.4269,1.3746,0,41,0,2,0,0.6068,-0.0576,0.479,0.3615,0.732,0.6743,0.2159,0.7686,1,0.2979
2123.5594,33,0.2034,0.7427,3,21,2,2,0,0.4288,0.0726,0.3036,0.6497,0.8648,0.6373,0.2806,0.2888,0,0.9439
1294.5971,28,0.2709,1.6693,2,47,1,0,0,0.2077,-0.1143,0.4222,0.8664,0.7581,0.8376,0.7265,0.9017,0,0.582
2969.1208,4,0.2654,1.2574,4,19,0,1,0,0.0558,0.0186,0.491,0.8066,0.8313,0.6856,0.2801,0.7828,0,0.6977
1656.5959,10,0.1929,2.3391,2,17,0,0,1,0.3568,-0.0185,0.5272,0.8973,0.8504,0.56,0.4212,0.2481,0,0.957
1239.0837,12,0.2236,4.9136,4,12,1,0,0,0.3415,0.0122,0.377,0.3502,0.9111,0.7572,0.3193,0.5296,0,0.7954
2364.3417,2,0.452,0.4476,1,23,1,1,0,0.3708,-0.0584,0.4343,0.5098,0.867,0.5213,0.2054,0.1412,0,0.5369
1153.7422,23,0.2698,3.4428,2,26,2,2,0,0.2268,-0.023,0.1931,0.9484,0.8985,0.7321,0.2323,0.7889,0,0.8581
1833.6991,25,0.1587,5.9623,5,11,4,1,0,0.7832,0.0612,0.5581,0.4915,0.7913,0.5676,0.6745,0.4457,0,0.8038
1799.8174,25,0.0885,0.9356,0,12,3,0,1,0.3697,-0.0227,0.5194,0.8502,0.8792,0.6502,0.6307,0.4723,0,0.9494
3111.7725,22,0.0968,0.2413,2,9,1,1,1,0.7292,0.0705,0.0094,0.8445,0.8003,0.4793,0.467,0.6228,0,0.8881
2292.3875,12,0.0911,3.4509,2,20,3,1,0,0.0264,-0.1363,0.7174,0.507,0.7217,0.1912,0.7374,0.254,0,0.8299
1785.5585,8,0.5733,2.4153,3,45,1,2,0,0.6295,0.027,0.6754,0.4996,0.8417,0.7252,0.2906,0.3556,1,0.4911
2721.3494,12,0.3934,0.4783,2,16,0,1,1,0.5312,0.0021,0.666,0.9443,0.7834,0.6811,0.2414,0.5973,0,0.8222
3623.167,21,0.272,1.1784,4,11,3,2,1,0.2073,-0.0719,0.7359,0.7878,0.711,0.4696,0.6698,0.0272,0,0.9118
2389.6571,39,0.5557,1.7255,5,12,2,0,0,0.8629,0.0458,0.5986,0.7096,0.6958,0.7004,0.2123,0.0233,0,0.7629
1817.4257,17,0.3369,0.3723,4,12,3,2,0,0.8222,-0.0374,0.096,0.6416,0.9529,0.5137,0.2844,0.1707,0,0.6954
938.3114,17,0.0735,2.5099,2,36,5,1,1,0.287,0.0116,0.267,0.6676,0.924,0.839,0.4138,0.9034,0,0.9172
1061.5052,2,0.1097,2.3416,5,35,3,2,0,0.2079,-0.0493,0.8119,0.6286,0.6253,0.4804,0.3138,0.6667,0,0.8079
1552.1365,22,0.2275,4.363,3,17,3,0,0,0.5275,-0.0255,0.612,0.9762,0.9651,0.9034,0.5873,0.1739,0,0.8615
1333.0754,41,0.202,1.6753,2,39,0,1,0,0.2717,0.0353,0.3566,0.9712,0.4208,0.6651,0.4832,0.4218,0,0.7983
1646.6766,15,0.2975,1.7081,1,20,3,0,0,0.4758,0.1176,0.3821,0.8511,0.7836,0.6606,0.6648,0.6315,1,0.5088
1859.9873,14,0.4217,1.9319,3,16,2,0,1,0.3228,-0.0449,0.4859,0.8864,0.7337,0.2329,0.4885,0.4908,0,1.0
2356.2965,12,0.1777,0.6398,3,25,3,2,1,0.1375,0.0625,0.4451,0.6511,0.6495,0.1081,0.3123,0.4011,0,0.953
1745.4202,27,0.7218,2.8426,1,49,2,1,0,0.7214,0.067,0.2827,0.6371,0.6098,0.443,0.3201,0.3212,1,0.1131
2305.9565,2,0.3393,2.1724,3,10,1,2,1,0.251,0.0319,0.8136,0.925,0.8086,0.1138,0.4442,0.6255,0,0.8533
1867.2783,37,0.3557,3.6545,5,29,2,0,0,0.414,0.0384,0.6861,0.861,0.8986,0.9017,0.5287,0.1313,0,0.8738
673.351,13,0.2561,2.9271,2,35,1,2,0,0.1965,-0.0354,0.516,0.8827,0.5396,0.7781,0.6323,0.6942,0,0.5563
1130.4062,22,0.4368,2.0354,2,41,2,1,0,0.4184,-0.0485,0.6419,0.8406,0.7908,0.7893,0.3648,0.6378,0,0.6837
1682.3657,28,0.2695,0.3508,5,34,3,1,1,0.0987,-0.0236,0.2719,0.8581,0.899,0.4739,0.3814,0.6258,0,1.0
987.4764,7,0.1572,5.0303,1,8,5,1,0,0.5599,0.0133,0.6593,0.7165,0.7678,0.5341,0.691,0.3662,1,0.6907
2440.515,16,0.3139,0.9152,5,28,1,2,1,0.5257,-0.0151,0.5735,0.7186,0.7677,0.4583,0.6003,0.3081,0,0.8779
3886.9319,13,0.3447,6.6651,4,20,3,0,0,0.5292,-0.0373,0.6026,0.6914,0.501,0.5464,0.6402,0.4319,0,0.7993
3325.5186,5,0.2087,1.0279,2,60,3,2,1,0.6305,-0.0351,0.8457,0.7331,0.5618,0.3964,0.6742,0.7459,0,0.8336
1625.0251,33,0.1632,0.3155,1,57,5,2,1,0.2491,-0.0152,0.4234,0.4547,0.7728,0.7989,0.2449,0.2484,0,1.0
3809.9185,12,0.2451,4.3229,0,21,4,0,1,0.605,0.043,0.1897,0.6157,0.7957,0.3339,0.2082,0.5945,0,0.9042
1947.5622,5,0.289,3.1701,2,18,0,2,0,0.766,-0.0539,0.6225,0.9872,0.8809,0.2446,0.6644,0.4316,1,0.4229
1527.6059,17,0.3463,3.0863,3,42,1,2,1,0.43,0.0283,0.5666,0.883,0.6965,0.6404,0.5266,0.4107,0,0.9357
1330.4848,4,0.3905,0.1873,3,8,4,1,0,0.3269,0.0263,0.7752,0.8069,0.5808,0.4146,0.545,0.6596,1,0.4534
1554.2761,11,0.3023,4.2286,3,18,3,0,1,0.2821,-0.0261,0.8489,0.7563,0.892,0.7113,0.7358,0.5556,0,0.8983
1489.0768,20,0.1967,1.8147,3,31,5,1,1,0.4681,0.0148,0.7156,0.3036,0.5233,0.6547,0.774,0.2427,0,0.9147
1968.8563,3,0.3346,1.2711,3,11,0,0,0,0.2642,0.0593,0.2473,0.8929,0.9946,0.7559,0.7166,0.1301,0,0.6658
1959.1912,26,0.1938,4.8876,5,6,1,0,0,0.4362,-0.0162,0.4233,0.8048,0.8006,0.1594,0.3429,0.7682,1,0.8807
1810.7982,17,0.1071,2.1935,3,29,0,2,0,0.2471,-0.0386,0.4114,0.5057,0.7799,0.4928,0.5303,0.6158,1,0.718
2249.5131,29,0.1732,0.2855,5,24,0,1,0,0.3961,-0.0481,0.807,0.5511,0.8161,0.3621,0.3383,0.429,0,0.8596
3279.0963,28,0.2368,1.466,2,41,1,1,1,0.2278,-0.0422,0.5965,0.4858,0.8536,0.475,0.4296,0.3733,0,0.9211
2906.7098,11,0.2996,2.0246,3,10,1,0,1,0.1707,0.0395,0.4885,0.4088,0.773,0.5233,0.3729,0.3769,0,1.0
860.5322,11,0.2187,4.5764,3,16,5,0,1,0.2964,-0.0029,0.2501,0.8561,0.9455,0.7543,0.512,0.3454,0,1.0
504.2335,23,0.315,0.6567,5,10,4,2,0,0.0746,-0.0801,0.4824,0.4695,0.6623,0.5077,0.5409,0.6075,1,0.7204
2884.6532,6,0.2642,3.162,3,29,3,1,1,0.3677,0.0627,0.3794,0.7519,0.7931,0.8913,0.5196,0.847,0,0.8795
912.84,6,0.234,3.217,2,4,1,2,0,0.3917,-0.009,0.5518,0.5887,0.5573,0.2007,0.2363,0.666,0,0.4204
1615.8514,9,0.0845,0.274,2,24,1,0,0,0.4954,0.024,0.4269,0.6627,0.9094,0.5639,0.4322,0.2729,0,0.6975
1007.2141,4,0.0629,0.0348,2,49,2,2,1,0.3011,0.0301,0.1785,0.664,0.9222,0.3123,0.3966,0.5271,0,0.9253
734.3676,5,0.1029,1.7417,2,54,3,2,0,0.4039,-0.0417,0.6014,0.53,0.7344,0.5249,0.4609,0.6668,0,0.6104
2370.2041,5,0.1969,3.1163,3,30,2,0,1,0.2927,-0.0615,0.4593,0.7035,0.7948,0.5261,0.482,0.6873,0,0.8922
2642.756,12,0.1394,1.6168,4,24,1,2,1,0.5398,-0.0483,0.4231,0.6489,0.6666,0.7146,0.7685,0.4446,0,0.847
1355.2549,12,0.2452,3.357,2,46,1,2,1,0.5193,-0.0098,0.5499,0.5725,0.4463,0.7447,0.3104,0.6532,0,0.7808
494.9609,32,0.1165,1.9473,2,19,1,0,0,0.5016,0.0219,0.1768,0.4238,0.7069,0.2143,0.7615,0.8614,1,0.3736
1375.9199,13,0.2054,2.1185,4,24,2,1,0,0.0372,0.0932,0.4144,0.5925,0.6765,0.845,0.5584,0.5798,0,0.748
2199.3167,15,0.0828,0.0571,2,26,2,2,1,0.4483,0.0449,0.6389,0.8124,0.5239,0.16,0.7853,0.6366,0,0.8666
863.1118,50,0.1282,0.1855,5,19,4,2,0,0.1962,-0.0982,0.6936,0.8867,0.7892,0.3817,0.3262,0.2257,0,1.0
1981.6398,1,0.3597,2.5822,2,14,1,1,1,0.3285,-0.0076,0.3945,0.826,0.6928,0.365,0.5032,0.2536,0,0.8987
1794.2548,19,0.3932,2.8781,2,29,2,0,1,0.1961,-0.1137,0.8063,0.8771,0.7189,0.4398,0.6312,0.5129,0,0.9706
2415.4618,13,0.1577,1.5625,1,24,3,1,1,0.2103,0.048,0.3838,0.7241,0.6076,0.481,0.5388,0.4055,0,0.8898
1919.4427,20,0.1738,1.784,5,30,5,1,0,0.5731,-0.01,0.7856,0.7569,0.7483,0.2225,0.2893,0.3126,0,0.9519
1111.4998,10,0.225,1.9057,4,15,3,1,1,0.6522,0.0018,0.6609,0.6229,0.574,0.815,0.3774,0.3419,0,0.7437
3288.8254,12,0.536,0.2218,4,22,2,2,1,0.2687,-0.0118,0.463,0.7882,0.9463,0.2711,0.4062,0.4864,1,0.9124
1670.2611,38,0.2507,2.2047,2,24,2,2,1,0.0764,0.0038,0.2611,0.7532,0.6816,0.4524,0.599,0.2772,0,0.9487
1783.5263,23,0.1304,1.302,5,32,4,0,1,0.5408,-0.0343,0.8008,0.8598,0.4057,0.7823,0.6692,0.3077,0,0.9049
1133.8407,13,0.4853,1.8452,5,14,1,1,1,0.484,0.0049,0.5675,0.7719,0.3618,0.3824,0.592,0.6925,0,0.59
1448.6087,8,0.0804,1.6563,2,26,1,0,0,0.3131,-0.0475,0.3966,0.7566,0.8188,0.4215,0.398,0.041,0,0.9213
1161.6523,6,0.2357,2.8794,3,29,5,1,1,0.7229,0.0145,0.0949,0.6005,0.5107,0.7871,0.572,0.3206,0,0.8953
1658.2647,11,0.5106,0.7671,5,8,1,1,0,0.3614,0.0135,0.3943,0.6937,0.7783,0.2672,0.2187,0.7637,1,0.4799
4255.0179,14,0.1104,0.9353,2,19,4,0,0,0.4951,0.0239,0.8503,0.7646,0.8326,0.4924,0.5262,0.2855,0,0.8898
910.5506,50,0.2451,0.9939,1,27,2,2,1,0.3157,-0.005,0.7043,0.7542,0.7353,0.4845,0.5128,0.4014,0,0.9215
806.9158,18,0.2358,2.8748,4,11,0,0,1,0.4353,0.052,0.8266,0.6855,0.9444,0.7422,0.3078,0.6076,0,0.895
3772.847,9,0.6802,1.1281,3,42,0,1,0,0.7766,0.0909,0.1958,0.5614,0.8649,0.6481,0.6109,0.4385,1,0.1968
1628.3755,1,0.3806,0.3898,5,25,1,0,0,0.388,-0.0767,0.2988,0.627,0.8227,0.1721,0.7375,0.3607,1,0.4695
1293.9614,8,0.4432,8.1539,3,26,2,2,1,0.4276,-0.0633,0.019,0.7348,0.4169,0.354,0.513,0.8579,0,0.7713
3041.0324,11,0.3149,1.36,0,47,1,0,0,0.4315,-0.0085,0.5532,0.6207,0.6739,0.4024,0.5158,0.1287,0,0.586
1335.6752,19,0.3904,0.2314,3,17,2,0,1,0.4344,-0.0226,0.0794,0.8542,0.9039,0.6962,0.3383,0.8738,0,0.7777
4505.2779,11,0.2292,2.219,3,38,2,2,1,0.3674,0.0237,0.4833,0.877,0.2337,0.5714,0.7516,0.9398,0,0.9137
2537.5718,51,0.3042,2.6877,0,26,3,0,1,0.2496,0.0238,0.6336,0.6046,0.5634,0.4721,0.7081,0.7546,0,0.883
1416.6416,13,0.0886,1.3872,2,24,1,0,0,0.5391,0.015,0.6352,0.9074,0.8357,0.6725,0.4802,0.5381,1,0.5864
5316.9447,32,0.0495,2.0795,2,40,2,1,0,0.2929,-0.083,0.2069,0.6737,0.6269,0.5195,0.2665,0.3624,0,0.8697
1335.6089,3,0.7361,0.3791,3,29,2,0,0,0.29,0.0098,0.2402,0.9105,0.607,0.4463,0.7716,0.2098,1,0.1079
2620.3094,15,0.6285,0.9175,5,41,2,0,0,0.4242,0.0926,0.1517,0.96,0.8448,0.6563,0.5172,0.5496,1,0.4155
2099.9027,8,0.4885,0.3531,3,9,1,0,0,0.5543,0.0258,0.2255,0.9809,0.7086,0.5104,0.3495,0.3082,0,0.5327
3466.3958,33,0.343,0.9795,3,40,3,0,0,0.4233,-0.0033,0.3744,0.5727,0.7959,0.5938,0.5145,0.1194,0,0.9093
3947.1757,11,0.7108,1.6547,2,12,2,1,1,0.4959,0.0309,0.6239,0.7789,0.8281,0.077,0.3959,0.726,1,0.2625
1837.2076,38,0.2585,1.1687,3,5,3,1,1,0.7545,-0.0432,0.1858,0.5391,0.769,0.4872,0.6596,0.6207,1,0.7469
1240.5264,25,0.6151,1.7989,3,3,3,0,0,0.5829,0.0209,0.2791,0.7303,0.6797,0.6552,0.5163,0.1268,1,0.2164
2275.5705,10,0.454,1.3933,4,48,1,0,0,0.7871,-0.0011,0.4929,0.7973,0.5676,0.7255,0.7348,0.9166,0,0.2947
1288.3818,6,0.4289,0.7649,4,42,0,0,1,0.367,-0.0572,0.3282,0.5083,0.6641,0.1817,0.614,0.3022,0,0.6821
4947.7768,8,0.3147,0.3096,3,40,3,0,1,0.1682,0.0123,0.3747,0.7939,0.7556,0.4243,0.5668,0.6804,0,0.9797
1935.784,12,0.4841,0.5825,5,4,1,0,0,0.1345,0.0022,0.4725,0.8064,0.9718,0.215,0.6659,0.2683,0,0.7187
1506.191,25,0.0977,0.4481,4,11,1,0,1,0.3323,0.0404,0.6012,0.6316,0.4665,0.1912,0.3114,0.3827,0,0.8719
1982.9485,16,0.4648,2.458,1,31,2,0,0,0.5382,0.0067,0.019,0.5694,0.7845,0.4914,0.4671,0.5765,0,0.429
921.9001,29,0.4663,3.4292,3,30,1,1,0,0.2544,0.0103,0.1751,0.5723,0.689,0.3635,0.6136,0.2589,0,0.7391
1112.3086,40,0.5834,2.5487,5,29,4,2,1,0.4171,0.0074,0.8111,0.6675,0.7526,0.0368,0.4572,0.1032,0,1.0
3295.1499,16,0.439,2.0642,5,17,1,2,0,0.6185,0.0067,0.4181,0.965,0.4096,0.4263,0.2963,0.6013,1,0.5851
1301.8646,6,0.3422,0.7359,2,23,2,0,1,0.111,0.057,0.332,0.7465,0.9166,0.4908,0.3294,0.7456,1,0.8449
1071.2104,21,0.4172,2.4826,3,18,1,0,0,0.3131,0.0358,0.6059,0.8856,0.7626,0.8182,0.4441,0.3248,1,0.7653
2364.5107,55,0.2748,1.8582,2,23,1,0,0,0.438,-0.0469,0.3539,0.7834,0.6975,0.4854,0.7064,0.8482,0,0.6237
3271.0034,30,0.1954,0.0961,1,46,3,0,0,0.2767,-0.0063,0.2753,0.2656,0.7864,0.4791,0.387,0.59,0,0.7595
2590.1645,20,0.2673,4.7635,4,18,3,1,0,0.5619,-0.0704,0.3447,0.8537,0.9346,0.3776,0.2154,0.2028,0,0.983
2975.073,7,0.1547,0.1667,5,22,1,2,0,0.5247,0.0746,0.6362,0.68,0.508,0.3559,0.477,0.352,0,0.6972
1238.4334,14,0.317,1.3972,3,5,4,2,0,0.0799,-0.0348,0.443,0.7753,0.8405,0.7289,0.4698,0.7827,0,0.7598
888.1092,3,0.4166,1.4393,0,49,3,1,0,0.6504,-0.038,0.6959,0.7464,0.807,0.6311,0.6683,0.904,0,0.1353
3830.179,5,0.0879,3.6281,4,46,1,1,0,0.3309,0.0913,0.1562,0.6953,0.4933,0.1226,0.3636,0.3731,0,0.898
1538.6491,21,0.3288,4.8852,3,12,3,0,0,0.5146,-0.0298,0.1848,0.7838,0.7536,0.6235,0.3262,0.5991,0,0.7519
1594.9274,2,0.1752,5.616,1,15,1,1,1,0.2168,-0.0475,0.4035,0.8574,0.7322,0.7447,0.6901,0.2931,0,0.9905
3512.5483,12,0.4318,1.6864,2,15,1,1,1,0.259,0.0329,0.3902,0.7718,0.7771,0.494,0.7871,0.8477,0,0.7993
2387.7696,5,0.3248,2.2729,2,9,2,1,0,0.5907,-0.0004,0.2244,0.8078,0.7466,0.2614,0.5403,0.8044,0,0.4074
2270.9281,6,0.3366,0.1854,3,40,1,1,0,0.3649,-0.0447,0.5868,0.9811,0.59,0.4718,0.6836,0.6229,1,0.4777
5337.4387,17,0.06,1.3385,2,14,2,2,0,0.4177,0.0168,0.1007,0.7784,0.6419,0.5664,0.2365,0.2003,1,0.9031
1310.6007,8,0.21,4.5628,1,0,2,1,0,0.691,0.0314,0.0782,0.8433,0.4853,0.7796,0.4721,0.4132,1,0.3817
2875.3223,4,0.2971,1.2165,5,19,2,1,0,0.9219,0.0432,0.4452,0.8629,0.5272,0.6076,0.4693,0.9011,1,0.3712
1860.3251,10,0.398,0.1443,5,10,5,0,1,0.2581,0.0127,0.1097,0.9463,0.9304,0.7259,0.2188,0.7171,0,1.0
2067.915,4,0.2722,0.4479,1,13,2,0,1,0.6308,0.0444,0.6779,0.5525,0.7747,0.5031,0.6019,0.6374,1,0.5811
3882.4987,37,0.3294,1.1225,2,10,3,0,1,0.1917,0.0423,0.6728,0.6655,0.9302,0.46,0.4319,0.1545,0,0.9978
2330.6859,26,0.0488,0.5424,3,11,0,0,0,0.4318,-0.0231,0.5117,0.7246,0.5114,0.6535,0.523,0.1589,0,0.8343
2366.4543,26,0.2647,0.9961,2,8,3,1,0,0.2529,0.0854,0.0656,0.7559,0.6194,0.2805,0.2885,0.7594,0,0.8345
3091.0115,8,0.599,0.8098,2,3,3,1,0,0.3249,0.0326,0.4239,0.4776,0.6755,0.7417,0.5742,0.4336,1,0.4313
1506.4688,22,0.3617,0.7682,2,20,1,1,1,0.3861,0.0697,0.3914,0.8168,0.7929,0.3846,0.2968,0.3698,0,0.9927
1188.4381,18,0.1899,0.1912,5,48,3,2,1,0.3527,-0.0069,0.5258,0.7136,0.5757,0.501,0.5453,0.5686,0,0.8482
1072.3367,8,0.3298,4.2863,5,25,5,0,0,0.3814,0.0423,0.175,0.8471,0.9493,0.7735,0.6204,0.4272,0,0.9166
676.4251,15,0.2329,2.3599,4,30,4,1,0,0.2042,0.0136,0.4502,0.8995,0.7836,0.2307,0.6369,0.3715,1,0.8869
5054.8505,3,0.3726,1.953,3,25,0,1,0,0.3345,0.0485,0.4298,0.7679,0.6163,0.3834,0.388,0.4425,0,0.698
1041.4777,6,0.4288,1.8652,3,4,0,0,1,0.2307,-0.0209,0.9344,0.603,0.6683,0.7421,0.4712,0.9247,0,0.5917
1618.6912,15,0.3715,1.01,3,3,1,0,0,0.1005,-0.0278,0.5527,0.7697,0.7901,0.8459,0.5408,0.6858,0,0.5939
1574.343,10,0.3522,3.4668,3,11,0,1,0,0.3828,0.0616,0.4898,0.6204,0.6498,0.2423,0.7148,0.6689,1,0.3848
2108.4394,20,0.2145,5.3197,3,22,5,2,1,0.6766,0.0121,0.2266,0.5101,0.718,0.2695,0.7623,0.3621,0,0.9002
2718.5899,8,0.1688,0.0113,3,34,1,0,1,0.0374,0.0491,0.7806,0.4185,0.6946,0.7289,0.7482,0.4829,0,0.937
2780.0849,12,0.3572,0.165,1,48,1,2,0,0.1802,-0.0706,0.8727,0.6937,0.7199,0.7256,0.7219,0.4442,0,0.5953
1350.8121,16,0.1239,2.2477,2,14,3,1,1,0.2468,-0.0403,0.8124,0.6792,0.6682,0.5522,0.2211,0.342,0,0.8756
1663.1009,8,0.254,0.5385,5,18,0,2,0,0.6315,-0.0261,0.906,0.8015,0.4703,0.2671,0.5145,0.8294,1,0.37
2082.4284,12,0.4528,4.8541,2,29,3,2,0,0.1586,0.0649,0.6993,0.8111,0.9113,0.3847,0.592,0.3696,0,0.812
1596.6364,18,0.6698,2.2017,2,25,1,0,0,0.6626,0.063,0.9142,0.4333,0.6728,0.4394,0.5519,0.1933,1,0.1217
4038.6784,44,0.4905,0.9187,2,24,2,0,1,0.153,0.0044,0.0942,0.7573,0.8442,0.7325,0.669,0.4943,0,0.8811
2311.1199,8,0.4851,1.0733,2,10,1,0,0,0.1667,0.024,0.0898,0.4526,0.8257,0.3405,0.7517,0.2641,1,0.4798
2610.8703,10,0.0617,2.3481,1,12,1,0,0,0.0305,0.0084,0.531,0.5873,0.8268,0.7747,0.2023,0.5044,1,0.8684
2518.5551,30,0.3518,0.3039,2,6,0,2,1,0.4145,-0.0499,0.5156,0.8638,0.813,0.7557,0.4744,0.5493,0,0.8863
3251.0618,35,0.3908,4.2982,3,6,2,0,1,0.1557,0.003,0.6855,0.5913,0.8533,0.9162,0.4318,0.6176,0,1.0
1979.3243,23,0.1868,0.0096,2,13,2,2,1,0.6331,-0.0452,0.5217,0.6341,0.5821,0.5842,0.2101,0.3935,0,0.7811
945.3772,34,0.2658,7.7214,3,6,3,1,0,0.3385,-0.0191,0.3445,0.9185,0.4956,0.4041,0.2473,0.2948,0,0.9236
2208.0035,7,0.3623,0.367,1,28,1,0,1,0.46,-0.0112,0.0833,0.5994,0.5606,0.619,0.4298,0.4015,1,0.7312
1305.4741,32,0.1621,2.7105,0,37,2,0,0,0.5638,0.0825,0.5076,0.7181,0.826,0.3059,0.4524,0.3099,0,0.7735
1388.1007,27,0.5103,0.0815,4,16,4,1,0,0.4689,0.0079,0.1988,0.3255,0.8213,0.2478,0.7287,0.4761,0,0.5177
2424.0186,6,0.4258,1.1293,4,19,3,1,1,0.2108,-0.0204,0.7034,0.3766,0.6584,0.5518,0.2739,0.3881,0,0.8688
